node_id,phase,year,start_day,kill_effect,kill_decay,block_effect,block_decay,discard_k,discard_l,coverage
1,pickup,2014,165,0.264781107,1460,0.080838461,730,2.3,912.5,0.77
1,pickup,2016,880,0.289710659,1460,0.822301237,730,2.3,912.5,0.79
1,pickup,2022,2070,0.080838461,1460,0.736546547,730,2.3,912.5,0.81
