node_id,phase,year,start_day,kill_effect,kill_decay,block_effect,block_decay,discard_k,discard_l,coverage
1,burnin,2003,19345,0.289710659,1460,0.822301237,730,2.3,912.5,0.49
1,burnin,2008,21170,0.080838461,1460,0.736546547,730,2.3,912.5,0.61
1,burnin,2014,23360,0.080838461,1460,0.736546547,730,2.3,912.5,0.65
1,burnin,2016,24090,0.264781107,1460,0.080838461,730,2.3,912.5,0.77
1,burnin,2019,25185,0.289710659,1460,0.822301237,730,2.3,912.5,0.79
1,burnin,2022,26280,0.13389501,1460,0.782449899,730,2.3,912.5,0.8
1,pickup,2024,365,0.13389501,1460,0.782449899,730,2.3,912.5,0.85
