node_id,phase,year,round,start_day,coverage
1,pickup,2019,1,6750,0.64
1,pickup,2019,2,6780,0.55
1,pickup,2019,3,6810,0.54
1,pickup,2019,4,6840,0.50
1,pickup,2020,1,7115,0.74
1,pickup,2020,2,7145,0.65
1,pickup,2020,3,7175,0.54
1,pickup,2020,4,7205,0.50
1,pickup,2021,1,7480,0.80
1,pickup,2021,2,7510,0.76
1,pickup,2021,3,7540,0.70
1,pickup,2021,4,7570,0.65
1,pickup,2022,1,7845,0.85
1,pickup,2022,2,7875,0.79
1,pickup,2022,3,7905,0.70
1,pickup,2022,4,7935,0.65
